"date","subways_total_estimated_ridership","buses_total_estimated_ridersip"
"2024-10-29T00:00:00.000","4378791","1514830"
"2024-10-30T00:00:00.000","4417951","1533630"
"2024-10-31T00:00:00.000","4340272","1423507"
"2024-11-01T00:00:00.000","3780874","1290003"
"2024-11-02T00:00:00.000","2817106","924453"
"2024-11-03T00:00:00.000","2602870","647668"
"2024-11-04T00:00:00.000","3949699","1450761"
"2024-11-05T00:00:00.000","3640246","1321929"
"2024-11-06T00:00:00.000","4113411","1490566"
"2024-11-07T00:00:00.000","4232190","1499670"
"2024-11-08T00:00:00.000","3971878","1428851"
"2024-11-09T00:00:00.000","2770474","920210"
"2024-11-10T00:00:00.000","2117144","713083"
"2024-11-11T00:00:00.000","3277617","1173328"
"2024-11-12T00:00:00.000","4263199","1487306"
"2024-11-13T00:00:00.000","4331024","1496105"
"2024-11-14T00:00:00.000","4296568","1476496"
"2024-11-15T00:00:00.000","3986526","1386340"
"2024-11-16T00:00:00.000","2789132","919983"
"2024-11-17T00:00:00.000","2101806","719084"
"2024-11-18T00:00:00.000","3900958","1442803"
"2024-11-19T00:00:00.000","4277932","1504152"
"2024-11-20T00:00:00.000","4298945","1508975"
"2024-11-21T00:00:00.000","4217744","1352576"
"2024-11-22T00:00:00.000","3854860","1304306"
"2024-11-23T00:00:00.000","2720244","903100"
"2024-11-24T00:00:00.000","2075015","712523"
"2024-11-25T00:00:00.000","3914213","1440435"
"2024-11-26T00:00:00.000","4030009","1412275"
"2024-11-27T00:00:00.000","3710430","1370366"
"2024-11-28T00:00:00.000","1513447","462819"
"2024-11-29T00:00:00.000","2677499","910730"
"2024-11-30T00:00:00.000","2319981","787685"
"2024-12-01T00:00:00.000","1893492","629660"
"2024-12-02T00:00:00.000","3813795","1371135"
"2024-12-03T00:00:00.000","4240442","1455281"
"2024-12-04T00:00:00.000","4374883","1446527"
"2024-12-05T00:00:00.000","4354863","1401376"
"2024-12-06T00:00:00.000","4121085","1340421"
"2024-12-07T00:00:00.000","3017208","883693"
"2024-12-08T00:00:00.000","2348950","708798"
"2024-12-09T00:00:00.000","3941361","1369917"
"2024-12-10T00:00:00.000","4374063","1444209"
"2024-12-11T00:00:00.000","4255328","1353141"
"2024-12-12T00:00:00.000","4527892","1431599"
"2024-12-13T00:00:00.000","4178812","1347451"
"2024-12-14T00:00:00.000","3123454","882335"
"2024-12-15T00:00:00.000","2337436","694080"
"2024-12-16T00:00:00.000","3866550","1277624"
"2024-12-17T00:00:00.000","4341385","1457557"
"2024-12-18T00:00:00.000","4292792","1430923"
"2024-12-19T00:00:00.000","4255466","1431183"
"2024-12-20T00:00:00.000","3842344","1296068"
"2024-12-21T00:00:00.000","2645323","788267"
"2024-12-22T00:00:00.000","2061173","607735"
"2024-12-23T00:00:00.000","3216875","1087369"
"2024-12-24T00:00:00.000","2546394","906044"
"2024-12-25T00:00:00.000","1378374","417229"
"2024-12-26T00:00:00.000","2852679","982867"
"2024-12-27T00:00:00.000","3161486","1058666"
"2024-12-28T00:00:00.000","2268511","726217"
"2024-12-29T00:00:00.000","2122102","664628"
"2024-12-30T00:00:00.000","3315993","1110767"
"2024-12-31T00:00:00.000","2874096","984193"
"2025-01-01T00:00:00.000","1779352","495795"
"2025-01-02T00:00:00.000","3376924","1204698"
"2025-01-03T00:00:00.000","3413021","1225317"
"2025-01-04T00:00:00.000","2315493","774643"
"2025-01-05T00:00:00.000","1791020","618750"
"2025-01-06T00:00:00.000","3436491","1238969"
"2025-01-07T00:00:00.000","3781536","1275936"
"2025-01-08T00:00:00.000","3830616","1256260"
"2025-01-09T00:00:00.000","3734383","787710"
